"subject","competence","code","cycle","text"
"MA","MA.1.B.1","MA.1.B.1.i","2b,3a","können heuristische Strategien verwenden: durch Fragen die Problemstellung klären, systematisch variieren, mit vertrauten Aufgaben vergleichen, Annahmen treffen, Lösungsansätze austauschen.
können Beziehungen zwischen rationalen Zahlen erforschen und beschreiben (z.B. die Abstände zwischen den Stammbrüchen ½, ⅓, ¼, ... auf dem Zahlenstrahl; Erweiterung: das Wachstum der Quotienten bei kleiner werdenden Divisoren, 4 : 2, 4 : 1, 4 : 0.5 ...).
können arithmetische Zusammenhänge durch systematisches Variieren von Zahlen, Stellenwerten und Operationen erforschen und Beobachtungen festhalten (z.B. 10 : 9 = 1 R1, 100 : 9 = 11 R1, 1'000 : 9 = ...).
"
"MA","MA.1.B.1","MA.1.B.1.j","3a","können heuristische Strategien verwenden: Vermutungen überprüfen, Vorwärtsarbeiten, Rückwärtsarbeiten, Rückschau halten.
Erweiterung: können arithmetische Muster bilden, weiterführen, verändern und algebraisch beschreiben (z.B. 1 · 4 - 2 · 3 / 2 · 5 - 3 · 4 / 3 · 6 - 4 · 5 / ... → a · (a + 3) - (a + 1)(a + 2)).
"
"MA","MA.1.B.1","MA.1.B.1.k","3b","können arithmetische und algebraische Zusammenhänge erforschen, Strukturen auf andere Zahlbeispiele übertragen und Beobachtungen festhalten (z.B. 10² + 10 + 11 = 11²; 11² + 11 + 12 = 12²).
"
"MA","MA.1.B.1","MA.1.B.1.l","3bo","können Zahlen, Ziffern und Operationen systematisch variieren, Beobachtungen formulieren und auf Buchstabenterme beziehen (z.B. Wann gilt: a · b · c < 100a + 10b + c? Finde Beispiele und Gegenbeispiele).
"
"MA","MA.1.B.2","MA.1.B.2.a","1","können Aussagen zu Anzahlen und Zahlpositionen an konkretem Material überprüfen (z.B. ein Turm mit 3 Klötzen ist höher als einer mit 2).
"
"MA","MA.1.B.2","MA.1.B.2.b","1","können Summen und Differenzen mit Anschauungsmaterial überprüfen.
"
"MA","MA.1.B.2","MA.1.B.2.c","1","können Produkte mit einer Summe überprüfen (z.B. 3 · 4 = 4 + 4 + 4).
können Differenzen mit der Umkehroperation überprüfen (z.B. 27 - 6 = 21 → 21 + 6 = 27).
"
"MA","MA.1.B.2","MA.1.B.2.d","1,2a","können Quotienten mit der Umkehroperation überprüfen (z.B. 21 : 3 = 7 → 7 · 3 = 21).
"
"MA","MA.1.B.2","MA.1.B.2.e","2a","können Divisionen mit Rest mit der Umkehroperation begründen (z.B. 32 : 6 gibt Rest, weil 32 keine Zahl aus der 6er-Reihe ist).
"
"MA","MA.1.B.2","MA.1.B.2.f","2b","können Ergebnisse mit Überschlagsrechnungen überprüfen.
können die Anzahl Stellen von Produkten und Quotienten erforschen und begründen.
"
"MA","MA.1.B.2","MA.1.B.2.g","2b","können Ergebnisse zu Grundoperationen durch Vereinfachen (z.B. 8 · 13 = 4 · 26 = 2 · 52), Zerlegen (z.B. 17.8 + 23.5 = 17 + 3 + 20 + 1.3) und Umkehroperationen überprüfen.
"
"MA","MA.1.B.2","MA.1.B.2.h","2b,3a","können Aussagen zu arithmetischen Gesetzmässigkeiten erforschen, begründen oder widerlegen (z.B. eine ungerade Summe entsteht durch Addition einer geraden und einer ungeraden Zahl; die Produkte vier aufeinanderfolgender Zahlen sind durch 24 teilbar).
können die Anzahl Nachkommastellen bei Produkten und Quotienten von Dezimalzahlen erforschen und begründen (z.B. mit Rechner).
"
"MA","MA.1.B.2","MA.1.B.2.i","3a","Erweiterung: können Äquivalenzumformungen mit Kontrollrechnungen überprüfen.
"
"MA","MA.1.B.2","MA.1.B.2.j","3b","können algebraische Aussagen durch Einsetzen von Zahlen überprüfen (z.B. a³ + 5a ist durch 6 teilbar: 4³ + 5⋅4 = 84 → 84 : 6 = 14; ; 2⁶ = (2²)³ = 2²˙³ = 4³; 2⁸ = 4⁴; 3⁴ = 9²).
"
"MA","MA.1.B.2","MA.1.B.2.k","3bo","können Ergebnisse durch Verallgemeinern begründen (z.B. das Quadrat einer Zahl ist um 1 grösser als das Produkt der beiden Nachbarzahlen: 4 · 4 -1 = 3 · 5 → a² - 1 = (a - 1)(a + 1)).
können Term- und Äquivalenzumformungen überprüfen.
"
"MA","MA.1.B.3","MA.1.B.3.a","1b","können Anschauungsmaterialien beim Erforschen arithmetischer Muster nutzen (z.B. 20er-Feld und Plättchen).
"
"MA","MA.1.B.3","MA.1.B.3.b","1b","können Punktefeld, 100er-Tafel und Zahlenstrahl beim Erforschen arithmetischer Muster nutzen (z.B. die Positionen der 9er-Reihe auf der 100er-Tafel).
"
"MA","MA.1.B.3","MA.1.B.3.c","2a","können Stellenwerttafel beim Erforschen arithmetischer Strukturen nutzen (z.B. Plättchen in die Stellenwerttafel legen und verschieben).
"
"MA","MA.1.B.3","MA.1.B.3.d","2a","können Anweisungen zu Handlungssequenzen (z.B. in Flussdiagrammen) befolgen und beim Erforschen arithmetischer Strukturen nutzen (z.B. 1. Starte mit einer zweistelligen Zahl / 2. Wenn die Zahl gerade ist: Dividiere durch 2, sonst: Multipliziere mit 3 und addiere 1 / 3. Wiederhole 2.).
"
"MA","MA.1.B.3","MA.1.B.3.e","2b,3a","können elektronische Medien beim Erforschen arithmetischer Strukturen nutzen (z.B. umwandeln von 1/11, 2/11, 3/11, ... in periodische Dezimalzahlen und die Ziffernfolge untersuchen).
"
"MA","MA.1.B.3","MA.1.B.3.f","2b,3a","können mit elektronischen Medien Daten erfassen, sortieren und darstellen (Tabellenkalkulationsprogramm).
"
"MA","MA.1.B.3","MA.1.B.3.f","3a","können Formelsammlungen, Nachschlagewerke und das Internet zur Lösung numerischer Aufgaben sowie zur Erforschung von Strukturen nutzen.
können Vorlagen in einem Tabellenkalkulationsprogramm anwenden.
"
"MA","MA.1.B.3","MA.1.B.3.h","3bo","können mit einem Tabellenkalkulationsprogramm durch systematisches Variieren Gleichungen lösen sowie Formeln eingeben bzw. verwenden (z.B. A = ½(s·h).
"
"MA","MA.1.C.1","MA.1.C.1.a","1","können zeigen, wie sie zählen.
"
"MA","MA.1.C.1","MA.1.C.1.b","1","können Summen darstellen und Darstellungen nachvollziehen (z.B. auf dem 20er-Feld oder auf dem Zahlenstrahl).
"
"MA","MA.1.C.1","MA.1.C.1.c","1","können Rechenwege zu Additionen und Subtraktionen darstellen und nachvollziehen (z.B. 18 + 14 mit Hilfe des Rechenstrichs).
"
"MA","MA.1.C.1","MA.1.C.1.d","1,2a","erkennen in grafischen Modellen multiplikative Beziehungen, insbesondere Verdoppelungen und 1 · mehr bzw. 1 · weniger (z.B. 3 · 4 und 6 · 4 in einem Punktefeld als Verdoppelung).
"
"MA","MA.1.C.1","MA.1.C.1.e","2a","können Rechenwege zu den Grundoperationen darstellen, austauschen und nachvollziehen (z.B. 80 + 5 + 5 + 5 + 5 = 80 + 4 · 5; 347 - 160 → 160 + 40 + 147 = 347).
"
"MA","MA.1.C.1","MA.1.C.1.f","2b","können Rechenwege zu Grundoperationen mit Dezimalzahlen darstellen, austauschen und nachvollziehen (z.B. 35.7 + 67.8 in mehrere Summanden zerlegen und auf dem Rechenstrich darstellen).
"
"MA","MA.1.C.1","MA.1.C.1.g","2b,3a","können Summen, Differenzen und Produkte von Brüchen und von Dezimalzahlen mit geeigneten Modellen darstellen und beschreiben (z.B. Produkt: ⅓ von ¾ mit dem Rechteckmodell; Summe: ½ + ¼ mit dem Kreismodell).
"
"MA","MA.1.C.1","MA.1.C.1.h","3","können Operationen mit Zahlen und Variablen darstellen und beschreiben (z.B. 18 · 22 = (20 - 2)(20 + 2) → (a - b)(a + b) als Fläche) sowie verallgemeinern.
"
"MA","MA.1.C.1","MA.1.C.1.i","3o","können zwischen exakten und gerundeten Ergebnissen unterscheiden.
entscheiden situativ, mit gerundeten oder exakten Werten zu operieren (z.B. oder 1.41).
"
"MA","MA.1.C.2","MA.1.C.2.a","1","können Anzahlen verschieden darstellen (z.B. mit Punkten oder Strichen) und verschieden anordnen (z.B. auf einer Linie und in der Fläche verteilt).
"
"MA","MA.1.C.2","MA.1.C.2.b","1","können Anzahlen bis 20 strukturiert darstellen (z.B. an 5ern und 10ern orientiert: 9 = 5 + 4; 12 = 10 + 2).
können Additionen und Subtraktionen mit Handlungen, Rechengeschichten und Bildern konkretisieren.
"
"MA","MA.1.C.2","MA.1.C.2.c","1","können die Bedeutung der Ziffern im Stellenwertsystem darstellen (z.B. 5 10-er-Stäbe und 7 1er-Würfel stellen 57 dar).
können Beziehungen in und zwischen Additionen und Subtraktionen zeigen oder beschreiben (z.B. in einer systematischen Aufgabenfolge die Veränderung der Summen aufzeigen).
"
"MA","MA.1.C.2","MA.1.C.2.d","1,2a","können Grundoperationen mit Handlungen, Sachbildern, Rechengeschichten und grafischen Strukturen veranschaulichen und Veranschaulichungen interpretieren.
können Beziehungen in und zwischen Grundoperationen zeigen und beschreiben (z.B. die Veränderung der Produkte 1 · 3, 2 · 4, 3 · 5, 4 · 6, ...).
"
"MA","MA.1.C.2","MA.1.C.2.e","2a","können die Bedeutung der Ziffern im Stellenwertsystem darstellen (z.B. 2 100er-Platten, 5 10-er-Stäbe und 7 1er-Würfel stellen 257 dar).
"
"MA","MA.1.C.2","MA.1.C.2.f","2a","können Zahlenfolgen und Produkte veranschaulichen (z.B. 14 · 14 mit dem Malkreuz; die Zahlenfolge 1, 3, 6, 10, ... mit Punkten).
"
"MA","MA.1.C.2","MA.1.C.2.g","2b","können Gesetzmässigkeiten im Bereich der natürlichen Zahlen mit Beispielen konkretisieren (z.B. Quadratzahlen haben eine ungerade Anzahl Teiler → 16: 1, 2, 4, 8, 16).
können Brüche mit den Nennern 2, 3, 4, 5, 6, 8, 10 darstellen und vergleichen sowie Darstellungen interpretieren (z.B. Kreis-, Rechteckmodell, Zahlenstrahl).
können Zahlenfolgen mit positiven rationalen Zahlen beschreiben (z.B. ½, ¼, ⅛, ...; 0.7, 0.77, 0.777, ...).
"
"MA","MA.1.C.2","MA.1.C.2.h","2b,3","können Zahlenrätsel mathematisieren und erfinden (z.B. wenn man eine Zahl verdreifacht und um 3 vergrössert gibt es 33).
können Figurenfolgen numerisch beschreiben (z.B. die Anzahl sichtbarer Seiten bei Würfeltürmen mit 1, 2, 3, 4, ... Würfeln).
"
"MA","MA.1.C.2","MA.1.C.2.i","3","können Zusammenhänge zwischen Termen und Figuren beschreiben (z.B. n(n+1) als Rechteck interpretieren; Die Summe der ersten n ungeraden Zahlen als Quadrat darstellen: 1 + 3 + 5 + 7 = 4 · 4).
können Terme zu Streckenlängen, Flächeninhalten und Volumen bilden und entsprechende Terme deuten.
können arithmetische und algebraische Terme veranschaulichen, insbesondere mit Text, Symbolen und Skizzen (z.B. das Produkt zweier Binome, die Summe dreier aufeinanderfolgender Zahlen).
können arithmetische Gesetzmässigkeiten mit Buchstabentermen verallgemeinern (z.B. 3(4 + 5) = 3 · 4 + 3 · 5 ? a(b + c) = ab + ac).
Erweiterung: können arithmetische Strukturen algebraisch formulieren (z.B. die Produkte 2 · 3 · 4 / 3 · 4 · 5 / 5 · 6 · 7, ... sind durch 6 teilbar ? a(a + 1) · (a + 2) · ? ist ganzzahlig).
"
"MA","MA.1.C.2","MA.1.C.2.j","3","können Terme geometrisch interpretieren (z.B. a² · b als Quader mit quadratischer Grundfläche, a · b als Rechteck mit den Seitenlängen a und b und a + b als Summe zweier Strecken).
können lineare Figurenfolgen in einen Term übertragen (z.B. die Anzahl benötigte Hölzchen, um eine Reihe von n gleichseitigen Dreiecken zu legen, als 2n + 1).
"
"MA","MA.1.C.2","MA.1.C.2.k","3o","können Aussagen zu Zahlenfolgen und Termen numerisch belegen oder veranschaulichen (z.B. ½n(n+1) + ½(n+1)(n+2) ist eine Quadratzahl n = 1 → 1 + 3 = 4, n = 2 → 3 + 6 = 9, ... n = 6 → 21 + 28 = 49).
können lineares, quadratisches und exponentielles Wachstum in Termen, Zahlenfolgen und Graphen erkennen und Unterschiede beschreiben.
"
"MA","MA.2.A.1","MA.2.A.1.a","1","können Linien aufzeichnen und ordnen (z.B. kurze, lange, gerade, gewellte Linien).
können Kreis, Dreieck, Rechteck, Quadrat, Würfel und Kugel benennen.
"
"MA","MA.2.A.1","MA.2.A.1.b","1","können Strecken, Kreise, Dreiecke, Quadrate, Rechtecke sowie Kugeln und Würfel ordnen und beschreiben. Sie verwenden die Begriffe länger, kürzer, am längsten, am kürzesten, grösser, kleiner, am grössten, am kleinsten.
können überschneidende Figuren identifizieren (z.B. Umfang nachfahren) und benennen.
"
"MA","MA.2.A.1","MA.2.A.1.c","1","beschreiben Raumlagen mit den Begriffen zwischen, neben, auf, über, unter, innerhalb, ausserhalb, in der Mitte, vor, hinter, links, rechts.
"
"MA","MA.2.A.1","MA.2.A.1.d","1,2a","verstehen und verwenden die Begriffe Figur, Länge, Breite, Fläche, Körper, spiegeln, verschieben.
"
"MA","MA.2.A.1","MA.2.A.1.e","2a","verstehen und verwenden die Begriffe Punkt, Ecke, Kante, Seitenfläche, Würfel, Quader.
"
"MA","MA.2.A.1","MA.2.A.1.f","2b","erkennen und benennen geometrische Körper (Würfel, Quader, Kugel, Zylinder, Pyramide) und Figuren in der Umwelt und auf Bildern.
"
"MA","MA.2.A.1","MA.2.A.1.g","2b","verstehen und verwenden die Begriffe Seite, Diagonale, Durchmesser, Radius, Flächeninhalt, Mittelpunkt, Parallele, Linie, Gerade, Strecke, Raster, Schnittpunkt, schneiden, Senkrechte, Symmetrie, Achsenspiegelung, Umfang, Winkel, rechtwinklig, Verschiebung, Geodreieck.
verwenden die Symbole für rechte Winkel und parallele Linien.
"
"MA","MA.2.A.1","MA.2.A.1.h","2b,3a","verstehen und verwenden die Begriffe Koordinaten, Ansicht, Seitenansicht, Aufsicht, Vorderansicht.
"
"MA","MA.2.A.1","MA.2.A.1.i","3a","verstehen und verwenden die Begriffe Seitenhalbierende, Winkelhalbierende, Höhe, Lot, Grundlinie, Grundfläche, Mittelsenkrechte, Schenkel, Netz (Abwicklung), Umkreis, Inkreis, Viereck, Vieleck, Rhombus, Parallelogramm, Drachenviereck, Trapez, gleichschenklig, gleichseitig, stumpfwinklig, spitzwinklig, Punktspiegelung, Drehung, Originalpunkt, Bildpunkt, kongruent, Koordinatensystem, zweidimensional, dreidimensional.
können geometrische Objekte korrekt beschriften: Punkte, Bildpunkte, Seiten und Winkel von Drei- und Vierecken.
"
"MA","MA.2.A.1","MA.2.A.1.j","3a","verstehen und verwenden die Begriffe x-Koordinate, y-Koordinate, x-Achse, y-Achse, Einheitsstrecke, Mantelfläche, Prisma, Zylinder.
können Drei- und Vierecke nach Winkel, Parallelität, Diagonalen, Seitenlängen charakterisieren.
"
"MA","MA.2.A.1","MA.2.A.1.k","3b","verstehen und verwenden die Begriffe Kongruenz(-abbildung), Basis, Kegel, Prisma, Pyramide, .
"
"MA","MA.2.A.1","MA.2.A.1.l","3bo","verstehen und verwenden die Begriffe Tetraeder, Raumdiagonale, Körperhöhe, Seitenhöhe, Kreissektor, Scheitel, Ähnlichkeit, Hypotenuse, Kathete, Tangente, Sehne.
können Körper durch ihre Eigenschaften beschreiben (Streckenlängen, Parallelität von Strecken, Winkel zwischen Strecken und Flächen, Flächeninhalt, Volumen, Raumdiagonalen, Netz, Anzahl und Form der Seitenflächen, Eckpunkte und Kanten).
"
"MA","MA.2.A.2","MA.2.A.2.a","1","können sich Muster mit 3 verschiedenen Figuren einprägen, diese weiterführen und eigene Muster bilden (z.B. Kreis, Dreieck, Quadrat).
"
"MA","MA.2.A.2","MA.2.A.2.b","1","können Dreieck, Quadrat, Rechteck und Kreis nachzeichnen und ohne Vorlage zeichnen sowie Kugel und Würfel formen.
können Figuren und Körper aus Teilstücken zusammensetzen.
"
"MA","MA.2.A.2","MA.2.A.2.c","1","können Figuren in Rastern nachzeichnen, symmetrisch ergänzen bzw. spiegeln und Symmetrieachsen einzeichnen.
können Rechteck, Quadrat, Dreieck, Kreis, Kugel und Würfel zerlegen und zusammensetzen (z.B. falten, schneiden und aufkleben; Tangramteile).
können Bandornamente beschreiben, fortsetzen und variieren (z.B. Kreis, Dreieck, Quadrat, Rechteck, Kreis fortsetzen und Reihenfolge oder Lage variieren).
"
"MA","MA.2.A.2","MA.2.A.2.d","2a","können Figuren in Rastern vergrössern, verkleinern und verschieben.
können Vielecke in Drei- und Vierecke zerlegen und Figuren zusammensetzen (z.B. mit Dreiecken Figuren legen).
"
"MA","MA.2.A.2","MA.2.A.2.e","2a","können mit Grundfiguren verschieden parkettieren (z.B. mit Dreiecken oder Pentominos).
können Figuren an Achsen spiegeln und Spiegelbilder skizzieren.
"
"MA","MA.2.A.2","MA.2.A.2.f","2b","können reale Körper verschieben, kippen, drehen und erkennen entsprechende Abbildungen (z.B. einen Würfel zwei Mal kippen).
"
"MA","MA.2.A.2","MA.2.A.2.g","2b,3a","können Linien und Figuren mit dem Geodreieck vergrössern, verkleinern, spiegeln und verschieben und erkennen entsprechende Abbildungen.
"
"MA","MA.2.A.2","MA.2.A.2.h","3a","können Figuren in Rastern um 90°, 180° (Punktspiegelung) und 270° drehen und erkennen entsprechende Abbildungen.
"
"MA","MA.2.A.2","MA.2.A.2.i","3a","können Figuren mit dem Geodreieck an einer Achse oder einem Punkt spiegeln, verschieben sowie mit Zirkel und Geodreieck um 90°, 180° und 270° drehen.
"
"MA","MA.2.A.2","MA.2.A.2.j","3bo","können Figuren und Quader bei gegebenem Streckfaktor und Streckzentrum strecken.
können Abbildungen im Koordinatensystem nach Anweisungen ausführen und verändern (z.B. x-Koordinaten bleiben konstant, y-Koordinaten werden verdoppelt).
"
"MA","MA.2.A.3","MA.2.A.3.a","1b","erfahren die Konstanz von Längen und Volumen bei Veränderung der Gestalt (z.B. gleich bleibende Länge nach Biegen von Drähten).
können die Längen unterschiedlicher Linienverläufe vergleichen (z.B. Wege auf einem Karopapier).
"
"MA","MA.2.A.3","MA.2.A.3.b","1b","können Längen mit Hilfsgrössen (z.B. Fingerlänge oder Raster) vergleichen und auf 1 cm genau messen.
können den Inhalt von Gefässen mit einem Becher messen und vergleichen.
"
"MA","MA.2.A.3","MA.2.A.3.c","1b,2a","können Seitenlängen und Flächeninhalte von Drei- und Vierecken sowie Volumen von Würfeln und Quadern vergleichen (z.B. in zwei verschieden grosse Rechtecke mit Quadraten belegen).
"
"MA","MA.2.A.3","MA.2.A.3.d","2a","können Flächen mit Einheitsquadraten auszählen (z.B. das Schulzimmer mit Meterquadraten).
"
"MA","MA.2.A.3","MA.2.A.3.e","2b","können den Umfang von Vielecken messen und berechnen.
können den Flächeninhalt von Quadraten und Rechtecken berechnen.
können Quader aus einer gegebenen Anzahl Würfeln bilden und Quader in eine bestimmte Anzahl Quader zerlegen.
"
"MA","MA.2.A.3","MA.2.A.3.f","2b,3a","können Volumen von Quadern berechnen.
können den Flächeninhalt von nicht rechteckigen Figuren in Rastern annähernd bestimmen (z.B. die Anzahl Einheitsquadrate in einem Kreis auszählen).
"
"MA","MA.2.A.3","MA.2.A.3.g","3a","können Vielecke und gerade Prismen zur Berechnung von Flächeninhalten und Volumen zerlegen.
können den Flächeninhalt von Drei- und Vierecken berechnen.
können Kantenlängen, Seitenflächen und Volumen von Quadern berechnen.
"
"MA","MA.2.A.3","MA.2.A.3.h","3a","können Längen und Flächeninhalte mithilfe des Satzes von Pythagoras berechnen.
können bei geometrischen Berechnungen Formeln und Tabellenkalkulation verwenden.
"
"MA","MA.2.A.3","MA.2.A.3.i","3b","können Umfang und Flächeninhalt von Kreisen berechnen.
können Kantenlängen, Flächen und Volumen an geraden Prismen und Zylindern berechnen.
können Volumen beliebiger Körper schätzen durch Zerlegen oder Vergleichen mit bekannten Körpern.
"
"MA","MA.2.A.3","MA.2.A.3.j","3bo","können Strecken, Flächen und Volumen an Pyramiden, Kegeln und Kugeln berechnen.
können Winkel aufgrund von Winkelsummen, Satz von Thales, Ähnlichkeit und Kongruenz bestimmen.
"
