level_code,level_text,subject_code,subject_name,subject_nick,subject_color,comptetence_code,competence_title,competence_text,cycle_code,cycle_name,cycle_ladder,cycle_optional
MA.3.A.1.f,"können Masseinheiten und deren Abkürzungen benennen und verwenden: Hohlmasse (l, dl, cl, ml), Gewichte (t, kg, g, mg), Zeit (h, min, s).
können sich an Referenzgrössen orientieren: 1 s, 1 min.
können Vorsätze verstehen und verwenden: Kilo, Dezi, Centi, Milli.
",MA,Mathematik,Math,#cfe4ff,MA.3.A.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler verstehen und verwenden Begriffe und Symbole zu Grössen, Funktionen, Daten und Zufall.",2a,3. - 4. Klasse,3,0
MA.3.A.1.g,"verstehen und verwenden die Begriffe (un)wahrscheinlich, (un)möglich, sicher.
verstehen und verwenden die Begriffe Proportionalität, Flächeninhalt, Volumen, Inhalt, Mittelwert, Kreisdiagramm, Säulendiagramm, Liniendiagramm, Daten, Häufigkeit, Zufall, Speicher.
können sich an Referenzgrössen orientieren: 1 m², 1 dm², 1 cm², 1 mm², 1 bit, 1 Byte, 1kB.
können Masseinheiten benennen und deren Abkürzungen verwenden: Flächenmasse (km², m², dm², cm², mm²), Zeit (d, h, min, s).
",MA,Mathematik,Math,#cfe4ff,MA.3.A.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler verstehen und verwenden Begriffe und Symbole zu Grössen, Funktionen, Daten und Zufall.",2b,5. - 6. Klasse,4,0
MA.3.A.1.i,"können sich an Referenzgrössen orientieren: 1 m³, 1 dm³, 1 cm³.
können Vorsätze verstehen und verwenden: Mega, Giga, Tera.
",MA,Mathematik,Math,#cfe4ff,MA.3.A.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler verstehen und verwenden Begriffe und Symbole zu Grössen, Funktionen, Daten und Zufall.","2b,3a",5. - 8. Klasse,45,0
MA.3.A.1.j,"verstehen und verwenden die Begriffe Koordinatensystem, Währung, arithmetisches Mittel (Erweiterung: indirekte Proportionalität).
können Masseinheiten und deren Abkürzungen verwenden sowie sich an Referenzgrössen orientieren: Flächenmasse (km², ha, a, m², dm², cm², mm²), Raummasse (km³, m³, dm³, cm³, mm³), Geld (CHF, €, $).
",MA,Mathematik,Math,#cfe4ff,MA.3.A.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler verstehen und verwenden Begriffe und Symbole zu Grössen, Funktionen, Daten und Zufall.",3a,7. - 8. Klasse,5,0
MA.3.A.1.k,"verstehen und verwenden die Begriffe absolute und relative Häufigkeit, x-Koordinate, y-Koordinate, x-Achse, y-Achse, Einheitsstrecke, Wahrscheinlichkeit.
können Masseinheiten und deren Abkürzungen verwenden: Geschwindigkeit (km/h, m/s, kB/s, dpi).
",MA,Mathematik,Math,#cfe4ff,MA.3.A.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler verstehen und verwenden Begriffe und Symbole zu Grössen, Funktionen, Daten und Zufall.",3a,7. - 8. Klasse,5,0
MA.3.A.1.l,"verstehen und verwenden die Begriffe Steigung in %, Zins, Zinssatz, Kapital, Rabatt, Brutto, Netto.
",MA,Mathematik,Math,#cfe4ff,MA.3.A.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler verstehen und verwenden Begriffe und Symbole zu Grössen, Funktionen, Daten und Zufall.",3b,9. Klasse,6,0
MA.3.A.1.m,"verstehen und verwenden die Begriffe (lineare) Funktion, sichere, mögliche, unmögliche Ereignisse, Flussdiagramm, Bit, Byte.
können Vorsätze verstehen und verwenden: Mikro, Nano.
können Masseinheiten und deren Abkürzungen verwenden: Dichte (kg/dm³, g/cm³).
",MA,Mathematik,Math,#cfe4ff,MA.3.A.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler verstehen und verwenden Begriffe und Symbole zu Grössen, Funktionen, Daten und Zufall.",3bo,9. Klasse,6,1
MA.3.A.1.n,"verstehen und verwenden die Begriffe exponentielles Wachstum, Fakultät.
",MA,Mathematik,Math,#cfe4ff,MA.3.A.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler verstehen und verwenden Begriffe und Symbole zu Grössen, Funktionen, Daten und Zufall.",3bo,9. Klasse,6,1
MA.3.A.2.a,"können Längen und Volumen verteilen (z.B. eine Schnur in etwa gleiche Teile schneiden oder Wasser auf Becher verteilen).
können den Tagesverlauf in Morgen, Mittag, Nachmittag, Abend und Nacht einteilen (z.B. den Tagesabschnitten Aktivitäten zuordnen).
",MA,Mathematik,Math,#cfe4ff,MA.3.A.2,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler können Grössen schätzen, messen, umwandeln, runden und mit ihnen rechnen.",1,Kindergarten - 2. Klasse,12,0
MA.3.A.2.b,"können ganze Frankenbeträge bis 20 Franken legen sowie addieren und subtrahieren.
können die Uhrzeit auf halbe Stunden bestimmen.
",MA,Mathematik,Math,#cfe4ff,MA.3.A.2,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler können Grössen schätzen, messen, umwandeln, runden und mit ihnen rechnen.",1,Kindergarten - 2. Klasse,12,0
MA.3.A.2.c,"können Längen bis 1 m schätzen, messen und addieren (z.B. 15 cm + 35 cm).
können Längen und Geldbeträge verdoppeln und halbieren, 1 Meter in 2, 5 und 10 gleiche Teile aufteilen sowie ganze Frankenbeträge bis 100 Fr. mit Münzen und Noten legen.
",MA,Mathematik,Math,#cfe4ff,MA.3.A.2,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler können Grössen schätzen, messen, umwandeln, runden und mit ihnen rechnen.",1,Kindergarten - 2. Klasse,12,0
MA.3.A.2.d,"können Geldbeträge mit Fr. und Rp. bilden, addieren und subtrahieren (z.B. 20 Fr. mit 2 · 5 Fr. + 5 · 2 Fr. bilden; 25 Fr. 60 Rp. + 14 Fr. 30 Rp.).
können analoge und digitale Uhrzeiten bestimmen.
",MA,Mathematik,Math,#cfe4ff,MA.3.A.2,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler können Grössen schätzen, messen, umwandeln, runden und mit ihnen rechnen.","1,2a",Kindergarten - 4. Klasse,123,0
MA.3.A.2.e,"können Grössen schätzen, messen und in benachbarte Masseinheiten umwandeln: l, dl; m, cm, mm; kg, g (z.B. 2'000 g = 2 kg).
können Grössen addieren, subtrahieren und vervielfachen: l, dl; m, cm, mm; kg, g (z.B. 3 cm 5 mm + 2 cm 7 mm).
können Längen, Volumen und Gewichte schätzen und mit Repräsentanten vergleichen.
",MA,Mathematik,Math,#cfe4ff,MA.3.A.2,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler können Grössen schätzen, messen, umwandeln, runden und mit ihnen rechnen.",2a,3. - 4. Klasse,3,0
MA.3.A.2.f,"können Längen, Gewichte, Inhalte, Zeitpunkte und Zeitdauern schätzen und messen sowie mit einer geeigneten Masseinheit angeben.
",MA,Mathematik,Math,#cfe4ff,MA.3.A.2,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler können Grössen schätzen, messen, umwandeln, runden und mit ihnen rechnen.",2a,3. - 4. Klasse,3,0
MA.3.A.2.g,"können mit Längen, Gewichten, Volumen und Zeitangaben rechnen sowie entsprechende Grössen in benachbarte Masseinheiten umwandeln.
",MA,Mathematik,Math,#cfe4ff,MA.3.A.2,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler können Grössen schätzen, messen, umwandeln, runden und mit ihnen rechnen.",2b,5. - 6. Klasse,4,0
MA.3.A.2.h,"können Grössen (Geld, Längen, Gewicht bzw. Masse, Zeit, Volumen [l]) schätzen, bestimmen, vergleichen, runden, mit ihnen rechnen, in benachbarte Masseinheiten umwandeln und in zweifach benannten Einheiten schreiben.
",MA,Mathematik,Math,#cfe4ff,MA.3.A.2,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler können Grössen schätzen, messen, umwandeln, runden und mit ihnen rechnen.",2b,5. - 6. Klasse,4,0
MA.3.A.2.i,"können Flächeninhalte und Volumen [m³] in einer geeigneten Masseinheit schätzen und in benachbarte Masseinheiten umwandeln.
können Grössen absolut und relativ vergleichen (z.B. 120 Stück oder 60% bzw. ⅗ einer Menge).
können Distanzen und Zeitdauern für Geschwindigkeitsberechnungen messen.
",MA,Mathematik,Math,#cfe4ff,MA.3.A.2,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler können Grössen schätzen, messen, umwandeln, runden und mit ihnen rechnen.",3a,7. - 8. Klasse,5,0
MA.3.A.2.j,"können das System der dezimalen Masseinheiten (SI-System) nutzen und die Vorsätze Mega, Kilo, Dezi, Centi und Milli den Zehnerpotenzen zuordnen.
",MA,Mathematik,Math,#cfe4ff,MA.3.A.2,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler können Grössen schätzen, messen, umwandeln, runden und mit ihnen rechnen.",3b,9. Klasse,6,0
MA.3.A.2.k,"können Berechnungen mit zusammengesetzten Masszahlen durchführen und Grössenangaben von einer Einheit in eine andere umrechnen.
können Geschwindigkeiten umwandeln (z.B. von 200m/10s in 72 km/h).
",MA,Mathematik,Math,#cfe4ff,MA.3.A.2,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler können Grössen schätzen, messen, umwandeln, runden und mit ihnen rechnen.",3bo,9. Klasse,6,1
MA.3.A.3.a,"können Wertetabellen beschreiben (z.B. 1 Flasche ? 2 Franken; 2 Flaschen ? 4 Franken; 3 Flaschen ? 6 Franken).
",MA,Mathematik,Math,#cfe4ff,MA.3.A.3,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen",Die Schülerinnen und Schüler können funktionale Zusammenhänge beschreiben und Funktionswerte bestimmen.,1b,1. - 2. Klasse,2,0
MA.3.A.3.b,"können lineare Zahlenfolgen und Wertetabellen mit ganzen Zahlen beschreiben und weiterführen (z.B. 0, 9, 18, 27, 36, ...; 1 m → 8 Fr.; 2 m → 16 Fr.; 3 m → 24 Fr., ...).
",MA,Mathematik,Math,#cfe4ff,MA.3.A.3,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen",Die Schülerinnen und Schüler können funktionale Zusammenhänge beschreiben und Funktionswerte bestimmen.,1b,1. - 2. Klasse,2,0
MA.3.A.3.c,"können lineare und nichtlineare Zahlenfolgen weiterführen (z.B. 90, 81, 70, 57, ...; 1, 4, 9, 16, ...; 1, 3, 6, 10, 15, ...).
",MA,Mathematik,Math,#cfe4ff,MA.3.A.3,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen",Die Schülerinnen und Schüler können funktionale Zusammenhänge beschreiben und Funktionswerte bestimmen.,2a,3. - 4. Klasse,3,0
MA.3.A.3.d,"können Wertetabellen zu proportionalen Zusammenhängen mit Geldbeträgen beschreiben und weiterführen (z.B. 100 g → 5.40 Fr.; 200 g → 10.80 Fr.; 300 g → 16.20 Fr., ...).
",MA,Mathematik,Math,#cfe4ff,MA.3.A.3,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen",Die Schülerinnen und Schüler können funktionale Zusammenhänge beschreiben und Funktionswerte bestimmen.,2a,3. - 4. Klasse,3,0
MA.3.A.3.e,"können funktionale Zusammenhänge in Wertetabellen erfassen (z.B. zurückgelegte Distanzen bei einer Geschwindigkeit von 4.5 km/h nach 10 min, 20 min, 30 min, ...).
können mit proportionalen Beziehungen rechnen (z.B. 300 g Käse zu 20 Fr./kg; Treibstoffverbrauch für 700 km zu 6 l/100 km).
",MA,Mathematik,Math,#cfe4ff,MA.3.A.3,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen",Die Schülerinnen und Schüler können funktionale Zusammenhänge beschreiben und Funktionswerte bestimmen.,2b,5. - 6. Klasse,4,0
MA.3.A.3.f,"können Anteile bestimmen und vergleichen (z.B. in X mit 2 Spielwarengeschäften leben 12 000 Menschen; in Y mit 8 Spielwarengeschäften leben 30 000 Menschen).
",MA,Mathematik,Math,#cfe4ff,MA.3.A.3,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen",Die Schülerinnen und Schüler können funktionale Zusammenhänge beschreiben und Funktionswerte bestimmen.,"2b,3a",5. - 8. Klasse,45,0
MA.3.A.3.g,"können Funktionswerte aufgrund von Funktionsgraphen bestimmen.
können mit indirekt proportionalen Beziehungen rechnen (z.B. Anzahl Karten je Person bei 72 Karten und x Mitspielenden).
verstehen Prozentangaben als proportionale Zuordnungen und führen Prozentrechnungen aus (z.B. Wie viele Prozente sind 7 von 35 sowie wie viel sind 7% von 35?).
",MA,Mathematik,Math,#cfe4ff,MA.3.A.3,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen",Die Schülerinnen und Schüler können funktionale Zusammenhänge beschreiben und Funktionswerte bestimmen.,3a,7. - 8. Klasse,5,0
MA.3.A.3.h,"können zu einer Funktionsgleichung Wertepaare bestimmen und in einem Koordinatensystem einzeichnen.
können Streckenlängen aufgrund von Massstabangaben bestimmen und umgekehrt (z.B. auf einer Karte geeignete Routen für eine 12 km-Wanderung eintragen).
",MA,Mathematik,Math,#cfe4ff,MA.3.A.3,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen",Die Schülerinnen und Schüler können funktionale Zusammenhänge beschreiben und Funktionswerte bestimmen.,3a,7. - 8. Klasse,5,0
MA.3.A.3.i,"können den Funktionswert zu einer gegebenen Zahl aus einer Wertetabelle, einer graphischen Darstellung und mit der Funktionsgleichung bestimmen sowie Wertepaare im Koordinatensystem einzeichnen (z.B. y = 2x + 1. Für x = 7 → y = 15).
können Rechner oder geeignete Software (z.B. Tabellenkalkulation) zur Berechnung von Funktionswerten und Masszahlen benutzen.
können Sachaufgaben mit Prozentangaben lösen (z.B. zu Steigung und Zins).
",MA,Mathematik,Math,#cfe4ff,MA.3.A.3,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen",Die Schülerinnen und Schüler können funktionale Zusammenhänge beschreiben und Funktionswerte bestimmen.,3b,9. Klasse,6,0
MA.3.A.3.j,"können den Schnittpunkt zweier Geraden algebraisch und graphisch bestimmen.
",MA,Mathematik,Math,#cfe4ff,MA.3.A.3,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen",Die Schülerinnen und Schüler können funktionale Zusammenhänge beschreiben und Funktionswerte bestimmen.,3bo,9. Klasse,6,1
MA.3.A.3.k,"können zu linearen Funktionen den Funktionsgraphen zeichnen, die Steigung, den y-Achsenabschnitt und die Nullstelle bestimmen.
",MA,Mathematik,Math,#cfe4ff,MA.3.A.3,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen",Die Schülerinnen und Schüler können funktionale Zusammenhänge beschreiben und Funktionswerte bestimmen.,3bo,9. Klasse,6,1
MA.3.B.1.a,"können Anzahlen, Längen, Flächen und Volumen miteinander vergleichen.
",MA,Mathematik,Math,#cfe4ff,MA.3.B.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Erforschen und Argumentieren","Die Schülerinnen und Schüler können zu Grössenbeziehungen und funktionalen Zusammenhängen Fragen formulieren, diese erforschen sowie Ergebnisse überprüfen und begründen.",1,Kindergarten - 2. Klasse,12,0
MA.3.B.1.b,"können Anzahlen und Preise variieren und Auswirkungen untersuchen (z.B. 3 Bälle zu 4 Franken und 5 Bälle zu 2 Franken).
",MA,Mathematik,Math,#cfe4ff,MA.3.B.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Erforschen und Argumentieren","Die Schülerinnen und Schüler können zu Grössenbeziehungen und funktionalen Zusammenhängen Fragen formulieren, diese erforschen sowie Ergebnisse überprüfen und begründen.",1,Kindergarten - 2. Klasse,12,0
MA.3.B.1.c,"können Sachsituationen bezüglich Anzahlen, Strecken, Zeitpunkten, Zeitdauern und Preisen erforschen sowie Zusammenhänge beschreiben und erfragen (z.B. Zeitdauer für den Hin- und Rückweg mit dem Hinweg vergleichen).
",MA,Mathematik,Math,#cfe4ff,MA.3.B.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Erforschen und Argumentieren","Die Schülerinnen und Schüler können zu Grössenbeziehungen und funktionalen Zusammenhängen Fragen formulieren, diese erforschen sowie Ergebnisse überprüfen und begründen.",1,Kindergarten - 2. Klasse,12,0
MA.3.B.1.d,"können Beziehungen zwischen Längen, Preisen und Zeiten überprüfen (z.B. grössere Gegenstände sind teurer oder weitere Wege brauchen mehr Zeit).
",MA,Mathematik,Math,#cfe4ff,MA.3.B.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Erforschen und Argumentieren","Die Schülerinnen und Schüler können zu Grössenbeziehungen und funktionalen Zusammenhängen Fragen formulieren, diese erforschen sowie Ergebnisse überprüfen und begründen.","1,2a",Kindergarten - 4. Klasse,123,0
MA.3.B.1.e,"können zu Beziehungen zwischen Grössen Fragen formulieren, erforschen, und funktionale Zusammenhänge überprüfen (z.B. die Füllhöhe von ½ Liter, 1 Liter, 2 Liter in verschiedenen Gefässen; das Verhältnis zwischen Preis und Gewicht eines Produkts; das Gewicht eines Lightgetränks und einer Limonade).
",MA,Mathematik,Math,#cfe4ff,MA.3.B.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Erforschen und Argumentieren","Die Schülerinnen und Schüler können zu Grössenbeziehungen und funktionalen Zusammenhängen Fragen formulieren, diese erforschen sowie Ergebnisse überprüfen und begründen.",2a,3. - 4. Klasse,3,0
MA.3.B.1.f,"können Grössen anderer Kulturen erforschen (z.B. verschiedene Längeneinheiten im Mittelalter der deutschen Schweiz).
können Experimente, Messungen und Berechnungen vergleichen (z.B. Wie genau lässt sich die Raumlänge mit Fusslängen messen?).
",MA,Mathematik,Math,#cfe4ff,MA.3.B.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Erforschen und Argumentieren","Die Schülerinnen und Schüler können zu Grössenbeziehungen und funktionalen Zusammenhängen Fragen formulieren, diese erforschen sowie Ergebnisse überprüfen und begründen.","2b,3a",5. - 8. Klasse,45,0
MA.3.B.1.g,"können funktionale Zusammenhänge, insbesondere zu Preis - Leistung und Weg - Zeit, formulieren und begründen (z.B. Kauf von Getränken, die in verschiedenen Packungsgrössen angeboten werden).
",MA,Mathematik,Math,#cfe4ff,MA.3.B.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Erforschen und Argumentieren","Die Schülerinnen und Schüler können zu Grössenbeziehungen und funktionalen Zusammenhängen Fragen formulieren, diese erforschen sowie Ergebnisse überprüfen und begründen.","2b,3a",5. - 8. Klasse,45,0
MA.3.B.1.h,"Erweiterung: können Parameter in Gleichungen und Formeln verändern und die Auswirkungen insbesondere mit elektronischen Hilfsmitteln untersuchen (z.B. Veränderung der monatlichen Handykosten bei teurem Abo und günstigen Gesprächstarifen).
",MA,Mathematik,Math,#cfe4ff,MA.3.B.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Erforschen und Argumentieren","Die Schülerinnen und Schüler können zu Grössenbeziehungen und funktionalen Zusammenhängen Fragen formulieren, diese erforschen sowie Ergebnisse überprüfen und begründen.",3a,7. - 8. Klasse,5,0
